player_id,team_id,player_name,position_group,rating
248,23,Aïssa Laïdouni,MID,76
249,23,Ellyes Skhiri,MID,78
250,23,Hannibal Mejbri,MID,75
251,23,Youssef Msakni,ATT,75
252,23,Seifeddine Jaziri,ATT,72
253,23,Issam Jebali,ATT,71
254,24,Robin Olsen,DEF,77
255,24,Victor Lindelöf,DEF,80
256,24,Emil Krafth,DEF,75
257,24,Ludwig Augustinsson,DEF,74
258,24,Isak Hien,DEF,74
259,24,Albin Ekdal,MID,74
260,24,Mattias Svanberg,MID,75
261,24,Anthony Elanga,MID,78
262,24,Alexander Isak,ATT,87
263,24,Viktor Gyökeres,ATT,85
264,24,Dejan Kulusevski,ATT,83
265,25,Koen Casteels,DEF,79
266,25,Wout Faes,DEF,76
267,25,Jan Vertonghen,DEF,78
268,25,Arthur Theate,DEF,76
269,25,Timothy Castagne,DEF,77
270,25,Amadou Onana,MID,80
271,25,Youri Tielemans,MID,80
272,25,Kevin De Bruyne,MID,89
273,25,Romelu Lukaku,ATT,83
274,25,Jérémy Doku,ATT,84
275,25,Leandro Trossard,ATT,81
276,26,Alireza Beiranvand,DEF,82
277,26,Sadegh Moharrami,DEF,80
278,26,Milad Mohammadi,DEF,80
279,26,Morteza Pouraliganji,DEF,81
280,26,Shoja Khalilzadeh,DEF,80
281,26,Saeid Ezatolahi,MID,80
282,26,Ahmad Nourollahi,MID,79
283,26,Ali Gholizadeh,MID,82
284,26,Mehdi Taremi,ATT,84
285,26,Sardar Azmoun,ATT,85
286,26,Karim Ansarifard,ATT,81
287,27,Mohamed El-Shenawy,DEF,78
288,27,Ahmed Hegazi,DEF,76
289,27,Mohamed Abdelmonem,DEF,74
290,27,Ayman Ashraf,DEF,73
291,27,Mahmoud Hamdy,DEF,72
292,27,Tarek Hamed,MID,74
293,27,Mohamed Elneny,MID,76
294,27,Emam Ashour,MID,75
295,27,Mohamed Salah,ATT,90
296,27,Omar Marmoush,ATT,83
297,27,Mostafa Mohamed,ATT,76
298,28,Oli Sail,DEF,72
299,28,Michael Boxall,DEF,72
300,28,Tommy Smith,DEF,72
301,28,Liberato Cacace,DEF,73
302,28,Bill Tuiloma,DEF,72
303,28,Joe Bell,MID,70
304,28,Matthew Garbett,MID,69
305,28,Callum McCowatt,MID,68
306,28,Chris Wood,ATT,78
307,28,Alex Greive,ATT,72
308,28,Elijah Just,ATT,70
309,29,Unai Simón,DEF,82
310,29,Aymeric Laporte,DEF,83
311,29,Robin Le Normand,DEF,80
312,29,Dani Carvajal,DEF,82
313,29,Marc Cucurella,DEF,79
314,29,Rodri,MID,90
315,29,Pedri,MID,88
316,29,Fabián Ruiz,MID,80
317,29,Lamine Yamal,ATT,89
318,29,Nico Williams,ATT,84
319,29,Álvaro Morata,ATT,80
320,30,Sergio Rochet,DEF,78
321,30,Ronald Araújo,DEF,85
322,30,José María Giménez,DEF,83
323,30,Guillermo Varela,DEF,74
324,30,Mathías Olivera,DEF,77
325,30,Manuel Ugarte,MID,80
326,30,Rodrigo Bentancur,MID,82
327,30,Federico Valverde,MID,88
328,30,Darwin Núñez,ATT,83
329,30,Facundo Pellistri,ATT,76
330,30,Maximiliano Araújo,ATT,74
331,31,Mohammed Al-Owais,DEF,76
332,31,Ali Al-Bulayhi,DEF,75
333,31,Hassan Al-Tambakti,DEF,73
334,31,Yasser Al-Shahrani,DEF,75
335,31,Saud Abdulhamid,DEF,74
336,31,Salman Al-Faraj,MID,75
337,31,Abdullah Al-Khaibari,MID,72
338,31,Mohamed Kanno,MID,76
339,31,Salem Al-Dawsari,ATT,80
340,31,Firas Al-Buraikan,ATT,74
341,31,Saleh Al-Shehri,ATT,75
342,32,Vozinha,DEF,73
343,32,Roberto Lopes,DEF,75
344,32,Stopira,DEF,74
345,32,Kenny Rocha Santos,DEF,72
346,32,Diney,DEF,71
347,32,Jamiro Monteiro,MID,75
348,32,Patrick Andrade,MID,72
349,32,Deroy Duarte,MID,71
350,32,Ryan Mendes,ATT,74
351,32,Garry Rodrigues,ATT,73
352,32,Dylan Tavares,ATT,70
353,33,Mike Maignan,DEF,86
354,33,William Saliba,DEF,87
355,33,Ibrahima Konaté,DEF,83
356,33,Theo Hernández,DEF,84
357,33,Jules Koundé,DEF,84
358,33,Aurélien Tchouaméni,MID,84
359,33,Eduardo Camavinga,MID,83
360,33,N'Golo Kanté,MID,80
361,33,Kylian Mbappé,ATT,93
362,33,Ousmane Dembélé,ATT,87
363,33,Bradley Barcola,ATT,83
364,34,Édouard Mendy,DEF,82
365,34,Kalidou Koulibaly,DEF,85
366,34,Abdou Diallo,DEF,78
367,34,Youssouf Sabaly,DEF,75
368,34,Formose Mendy,DEF,72
369,34,Idrissa Gueye,MID,78
370,34,Pape Matar Sarr,MID,79
371,34,Nampalys Mendy,MID,75
372,34,Sadio Mané,ATT,85
373,34,Ismaïla Sarr,ATT,80
374,34,Boulaye Dia,ATT,77
375,35,Ørjan Nyland,DEF,74
376,35,Leo Østigård,DEF,76
377,35,Stian Gregersen,DEF,74
378,35,Birger Meling,DEF,73
379,35,David Møller Wolfe,DEF,74
380,35,Martin Ødegaard,MID,88
381,35,Morten Thorsby,MID,76
382,35,Sander Berge,MID,77
383,35,Erling Haaland,ATT,93
384,35,Alexander Sørloth,ATT,80
385,35,Antonio Nusa,ATT,78
386,36,Jalal Hassan,DEF,74
387,36,Zaid Tahseen,DEF,72
388,36,Ahmad Ibrahim,DEF,71
389,36,Ali Faez,DEF,70
390,36,Merchas Doski,DEF,70
391,36,Amir Al-Ammari,MID,73
392,36,Ali Jasim,MID,72
393,36,Zidane Iqbal,MID,72
394,36,Aymen Hussein,ATT,74
395,36,Mohanad Ali,ATT,72
396,36,Hussein Ali,ATT,70
397,37,Emiliano Martínez,DEF,87
398,37,Cristian Romero,DEF,85
399,37,Lisandro Martínez,DEF,83
400,37,Nahuel Molina,DEF,80
401,37,Nicolás Tagliafico,DEF,78
402,37,Rodrigo De Paul,MID,84
403,37,Enzo Fernández,MID,85
404,37,Alexis Mac Allister,MID,85
405,37,Lionel Messi,ATT,92
406,37,Julián Álvarez,ATT,87
407,37,Lautaro Martínez,ATT,87
408,38,Patrick Pentz,DEF,74
409,38,Kevin Danso,DEF,78
410,38,Philipp Lienhart,DEF,76
411,38,Alexander Prass,DEF,74
412,38,Stefan Posch,DEF,75
413,38,Marcel Sabitzer,MID,80
414,38,Konrad Laimer,MID,79
415,38,Xaver Schlager,MID,78
416,38,Marko Arnautović,ATT,78
417,38,Christoph Baumgartner,ATT,79
418,38,Michael Gregoritsch,ATT,75
419,39,Raïs M'Bolhi,DEF,74
420,39,Aïssa Mandi,DEF,77
421,39,Ramy Bensebaini,DEF,80
422,39,Youcef Atal,DEF,76
423,39,Ahmed Touba,DEF,73
424,39,Ismaël Bennacer,MID,80
425,39,Houssem Aouar,MID,78
426,39,Sofiane Bendebka,MID,73
427,39,Riyad Mahrez,ATT,84
428,39,Baghdad Bounedjah,ATT,74
429,39,Amir Sayoud,ATT,72
430,40,Yazeed Abulaila,DEF,73
431,40,Yaseen Bawab,DEF,70
432,40,Anas Bani Yaseen,DEF,71
433,40,Salem Al-Ajalin,DEF,70
434,40,Ihsan Haddad,DEF,69
435,40,Rajaei Ayed,MID,70
436,40,Noor Al-Rawabdeh,MID,69
437,40,Adham Al-Sous,MID,69
438,40,Musa Al-Taamari,ATT,77
439,40,Yazan Al-Naimat,ATT,74
440,40,Ali Olwan,ATT,72
441,41,Diogo Costa,DEF,85
442,41,Rúben Dias,DEF,88
443,41,António Silva,DEF,83
444,41,Nuno Mendes,DEF,83
445,41,Diogo Dalot,DEF,80
446,41,Vitinha,MID,84
447,41,Bruno Fernandes,MID,87
448,41,João Neves,MID,83
449,41,Cristiano Ronaldo,ATT,87
450,41,Rafael Leão,ATT,85
451,41,Gonçalo Ramos,ATT,80
452,42,Camilo Vargas,DEF,78
453,42,Davinson Sánchez,DEF,79
454,42,Jhon Lucumí,DEF,78
455,42,Daniel Muñoz,DEF,78
456,42,Johan Mojica,DEF,75
457,42,Jefferson Lerma,MID,78
458,42,Richard Ríos,MID,79
459,42,Kevin Castaño,MID,74
460,42,James Rodríguez,ATT,84
461,42,Luis Díaz,ATT,87
462,42,Jhon Córdoba,ATT,78
463,43,Utkir Yusupov,DEF,74
464,43,Abdukodir Khusanov,DEF,80
465,43,Sherzod Nasrullaev,DEF,72
466,43,Farrukh Sayfiev,DEF,71
467,43,Rustamjon Ashurmatov,DEF,73
468,43,Otabek Shukurov,MID,72
469,43,Khojiakbar Alijonov,MID,71
470,43,Abbosbek Fayzullaev,MID,76
471,43,Eldor Shomurodov,ATT,79
472,43,Jasurbek Yakhshiboev,ATT,76
473,43,Azizbek Turgunboev,ATT,72
474,44,Lionel Mpasi,DEF,74
475,44,Chancel Mbemba,DEF,80
476,44,Marcel Tisserand,DEF,76
477,44,Arthur Masuaku,DEF,75
478,44,Joris Kayembe,DEF,72
479,44,Samuel Moutoussamy,MID,74
480,44,Charles Pickel,MID,72
481,44,Meschack Elia,MID,75
482,44,Cédric Bakambu,ATT,76
483,44,Silas Katompa Mvumpa,ATT,79
484,44,Fiston Mayele,ATT,74
485,45,Jordan Pickford,DEF,83
486,45,John Stones,DEF,83
487,45,Marc Guéhi,DEF,80
488,45,Kyle Walker,DEF,82
489,45,Levi Colwill,DEF,79
490,45,Declan Rice,MID,87
491,45,Jude Bellingham,MID,90
492,45,Cole Palmer,MID,87
493,45,Harry Kane,ATT,89
494,45,Phil Foden,ATT,87
495,45,Bukayo Saka,ATT,87
496,46,Dominik Livaković,DEF,82
497,46,Josip Šutalo,DEF,78
498,46,Joško Gvardiol,DEF,85
499,46,Josip Stanišić,DEF,76
500,46,Borna Sosa,DEF,75
501,46,Luka Modrić,MID,87
502,46,Mateo Kovačić,MID,83
503,46,Martin Baturina,MID,78
504,46,Ante Budimir,ATT,76
505,46,Bruno Petković,ATT,75
506,46,Luka Ivanušec,ATT,74
507,47,Orlando Mosquera,DEF,73
508,47,Fidel Escobar,DEF,75
509,47,César Blackman,DEF,72
510,47,Michael Murillo,DEF,76
511,47,Eric Davis,DEF,72
512,47,Aníbal Godoy,MID,75
513,47,Édgar Bárcenas,MID,74
514,47,Adalberto Carrasquilla,MID,73
515,47,Ismael Díaz,ATT,74
516,47,José Fajardo,ATT,72
517,47,César Yanis,ATT,70
518,48,Lawrence Ati-Zigi,DEF,77
519,48,Mohammed Salisu,DEF,79
520,48,Alexander Djiku,DEF,76
521,48,Gideon Mensah,DEF,74
522,48,Tariq Lamptey,DEF,75
523,48,Thomas Partey,MID,83
524,48,Mohammed Kudus,MID,85
525,48,Elisha Owusu,MID,74
526,48,Jordan Ayew,ATT,76
527,48,Antoine Semenyo,ATT,78
528,48,Ernest Nuamah,ATT,75
